epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
376,2019.85,1.38948,1.06965,1.43962,0.69528,0.58592,0.64044,0.32651,1.40433,1.08588,1.39074,0.007525,0.007525,0.007525
377,2025.22,1.3722,1.0547,1.43151,0.70885,0.58779,0.6422,0.32711,1.40155,1.1014,1.38647,0.0075184,0.0075184,0.0075184
378,2030.4,1.35461,1.04764,1.42125,0.72139,0.59231,0.66789,0.3435,1.37409,1.08218,1.37173,0.0075118,0.0075118,0.0075118
379,2035.67,1.38245,1.05877,1.43145,0.72007,0.58083,0.65562,0.33336,1.3951,1.07754,1.38512,0.0075052,0.0075052,0.0075052
380,2041.07,1.38303,1.06979,1.43524,0.71519,0.58229,0.65578,0.33202,1.39436,1.0833,1.38407,0.0074986,0.0074986,0.0074986
381,2046.34,1.39911,1.07633,1.44611,0.71295,0.58005,0.64602,0.32994,1.38448,1.08516,1.37954,0.007492,0.007492,0.007492
382,2051.84,1.40448,1.08733,1.44947,0.72228,0.59421,0.66115,0.34032,1.35799,1.07585,1.35857,0.0074854,0.0074854,0.0074854
383,2057.19,1.40509,1.07489,1.43646,0.71339,0.59828,0.6643,0.34627,1.35818,1.06594,1.35788,0.0074788,0.0074788,0.0074788
384,2062.41,1.38551,1.05333,1.41944,0.72305,0.59111,0.67377,0.35221,1.35494,1.06857,1.35861,0.0074722,0.0074722,0.0074722
385,2067.61,1.37917,1.05352,1.41788,0.72836,0.59204,0.67478,0.35327,1.34579,1.06585,1.35309,0.0074656,0.0074656,0.0074656
386,2072.73,1.41253,1.07512,1.43844,0.72706,0.58728,0.66433,0.34499,1.35803,1.07759,1.3625,0.007459,0.007459,0.007459
387,2078.03,1.41592,1.09065,1.44798,0.70003,0.58901,0.65302,0.33739,1.3713,1.08403,1.37654,0.0074524,0.0074524,0.0074524
388,2083.37,1.40025,1.06514,1.42596,0.71136,0.58846,0.66006,0.33773,1.37008,1.08293,1.37084,0.0074458,0.0074458,0.0074458
389,2088.53,1.4073,1.07914,1.44145,0.72912,0.58847,0.6672,0.34033,1.36798,1.07164,1.36677,0.0074392,0.0074392,0.0074392
390,2093.95,1.37636,1.05025,1.41333,0.72089,0.59194,0.66752,0.34268,1.36135,1.07054,1.35969,0.0074326,0.0074326,0.0074326
391,2099.21,1.38739,1.0448,1.41396,0.72004,0.59686,0.66962,0.34678,1.35945,1.06962,1.362,0.007426,0.007426,0.007426
392,2104.41,1.38669,1.06547,1.44375,0.72662,0.58922,0.66961,0.34611,1.36275,1.05888,1.36849,0.0074194,0.0074194,0.0074194
393,2109.71,1.35822,1.05006,1.42337,0.7248,0.59374,0.66705,0.34403,1.37481,1.05946,1.37406,0.0074128,0.0074128,0.0074128
394,2114.95,1.39268,1.07516,1.43361,0.71801,0.59097,0.65725,0.33987,1.37347,1.07629,1.3707,0.0074062,0.0074062,0.0074062
395,2120.28,1.38704,1.07081,1.43094,0.72824,0.58418,0.65521,0.33867,1.3735,1.07597,1.37044,0.0073996,0.0073996,0.0073996
396,2125.48,1.37748,1.05169,1.43112,0.72755,0.58774,0.66986,0.34819,1.34468,1.07438,1.3508,0.007393,0.007393,0.007393
397,2132.22,1.38492,1.06094,1.42473,0.70868,0.59279,0.66241,0.34481,1.35539,1.07921,1.35874,0.0073864,0.0073864,0.0073864
398,2139.29,1.40092,1.05417,1.42171,0.72198,0.59143,0.65889,0.34444,1.35578,1.07638,1.36211,0.0073798,0.0073798,0.0073798
399,2146.54,1.39703,1.08674,1.4462,0.716,0.59681,0.66589,0.34724,1.35487,1.06721,1.36158,0.0073732,0.0073732,0.0073732
400,2153.49,1.37026,1.04031,1.41371,0.71505,0.59814,0.66601,0.3459,1.35255,1.06029,1.35975,0.0073666,0.0073666,0.0073666
401,2159.98,1.38215,1.05944,1.42306,0.7253,0.59994,0.6717,0.3493,1.34583,1.06124,1.35569,0.00736,0.00736,0.00736
402,2164.86,1.36089,1.04102,1.40525,0.73588,0.59397,0.67511,0.34781,1.35875,1.05912,1.36323,0.0073534,0.0073534,0.0073534
403,2169.9,1.39709,1.07027,1.42177,0.73383,0.59883,0.67068,0.34413,1.35767,1.05818,1.36106,0.0073468,0.0073468,0.0073468
404,2174.88,1.37254,1.03988,1.4088,0.73749,0.59817,0.66741,0.34498,1.35636,1.07235,1.35558,0.0073402,0.0073402,0.0073402
405,2179.91,1.39917,1.07252,1.43044,0.73563,0.59074,0.66926,0.34556,1.36274,1.06471,1.35955,0.0073336,0.0073336,0.0073336
406,2184.99,1.39324,1.07793,1.43349,0.7411,0.59414,0.67394,0.34815,1.35763,1.0563,1.35697,0.007327,0.007327,0.007327
407,2189.94,1.38619,1.05369,1.42841,0.73632,0.59716,0.67469,0.34751,1.35241,1.05485,1.35547,0.0073204,0.0073204,0.0073204
408,2195.09,1.38137,1.05341,1.41738,0.72648,0.59221,0.6649,0.34347,1.35285,1.07554,1.35926,0.0073138,0.0073138,0.0073138
409,2200.07,1.3967,1.06899,1.44352,0.71912,0.58278,0.65622,0.34293,1.35521,1.07889,1.36152,0.0073072,0.0073072,0.0073072
410,2205.25,1.35399,1.02828,1.40933,0.73392,0.59302,0.67211,0.35051,1.34776,1.05934,1.35728,0.0073006,0.0073006,0.0073006
411,2210.38,1.37721,1.05065,1.43374,0.73106,0.59149,0.65644,0.33915,1.37895,1.08399,1.37634,0.007294,0.007294,0.007294
412,2215.18,1.39442,1.05684,1.42014,0.72376,0.59512,0.65701,0.34064,1.37497,1.0785,1.37115,0.0072874,0.0072874,0.0072874
413,2220.29,1.40157,1.08071,1.43388,0.72481,0.59312,0.6635,0.34158,1.36877,1.06182,1.36815,0.0072808,0.0072808,0.0072808
414,2225.21,1.39025,1.06674,1.43861,0.72357,0.59188,0.65997,0.34273,1.35856,1.06728,1.36286,0.0072742,0.0072742,0.0072742
415,2230.37,1.38929,1.05552,1.43113,0.74126,0.59381,0.6781,0.35565,1.34269,1.05588,1.34923,0.0072676,0.0072676,0.0072676
416,2235.47,1.41201,1.06036,1.4243,0.74868,0.58451,0.67669,0.35526,1.34113,1.06029,1.34965,0.007261,0.007261,0.007261
417,2240.54,1.40001,1.07177,1.43533,0.75139,0.57948,0.67789,0.354,1.34553,1.05909,1.35284,0.0072544,0.0072544,0.0072544
418,2245.8,1.37057,1.0627,1.42662,0.74402,0.59775,0.67689,0.35127,1.35262,1.04854,1.36094,0.0072478,0.0072478,0.0072478
419,2250.84,1.35527,1.05429,1.42658,0.72434,0.60703,0.68256,0.3531,1.34675,1.06209,1.3565,0.0072412,0.0072412,0.0072412
420,2255.86,1.37747,1.06385,1.42313,0.72865,0.6028,0.68223,0.35326,1.34782,1.05523,1.35447,0.0072346,0.0072346,0.0072346
421,2260.92,1.4043,1.05974,1.42021,0.74571,0.5928,0.67408,0.34846,1.35616,1.05162,1.36177,0.007228,0.007228,0.007228
422,2265.78,1.36686,1.04215,1.4121,0.73492,0.5963,0.66551,0.34216,1.37121,1.05519,1.3708,0.0072214,0.0072214,0.0072214
423,2270.98,1.39667,1.0699,1.44013,0.72944,0.59455,0.66003,0.33889,1.37503,1.07016,1.37322,0.0072148,0.0072148,0.0072148
424,2276.04,1.38255,1.05348,1.41575,0.71222,0.5973,0.65633,0.33716,1.37791,1.08317,1.37671,0.0072082,0.0072082,0.0072082
425,2281.01,1.40952,1.06761,1.43587,0.71541,0.58715,0.64833,0.33373,1.37756,1.08813,1.37405,0.0072016,0.0072016,0.0072016
426,2286.47,1.40843,1.07831,1.44845,0.71131,0.59945,0.65995,0.33575,1.37389,1.07945,1.36822,0.007195,0.007195,0.007195
427,2291.41,1.40532,1.05633,1.41437,0.7292,0.5912,0.66429,0.34002,1.36737,1.07358,1.36723,0.0071884,0.0071884,0.0071884
428,2296.63,1.39893,1.06625,1.44449,0.72401,0.60341,0.67357,0.34843,1.35147,1.05666,1.35543,0.0071818,0.0071818,0.0071818
429,2301.64,1.39058,1.05242,1.41712,0.7413,0.59081,0.67671,0.34988,1.3495,1.05605,1.35122,0.0071752,0.0071752,0.0071752
430,2306.6,1.40039,1.07033,1.43052,0.73334,0.59219,0.6752,0.35072,1.34413,1.05681,1.35004,0.0071686,0.0071686,0.0071686
431,2311.71,1.37988,1.05247,1.42672,0.73755,0.58588,0.66429,0.34601,1.3587,1.05034,1.36068,0.007162,0.007162,0.007162
432,2316.67,1.37398,1.04987,1.42517,0.73247,0.58799,0.66766,0.34971,1.36243,1.04553,1.36347,0.0071554,0.0071554,0.0071554
433,2321.89,1.36863,1.04745,1.4272,0.74046,0.59187,0.68136,0.3575,1.34934,1.04446,1.35674,0.0071488,0.0071488,0.0071488
434,2326.96,1.37168,1.04792,1.41206,0.7442,0.59881,0.68377,0.35927,1.33971,1.04289,1.34928,0.0071422,0.0071422,0.0071422
435,2331.94,1.3756,1.05576,1.42063,0.73783,0.58793,0.67466,0.35376,1.34228,1.06293,1.3504,0.0071356,0.0071356,0.0071356
436,2336.95,1.37518,1.05393,1.40768,0.72952,0.59429,0.67485,0.35283,1.34499,1.06542,1.35132,0.007129,0.007129,0.007129
437,2341.87,1.39441,1.0535,1.41628,0.73957,0.5949,0.67345,0.35022,1.35031,1.06196,1.35559,0.0071224,0.0071224,0.0071224
438,2346.97,1.37909,1.05183,1.42469,0.72627,0.58639,0.66616,0.33798,1.38204,1.08118,1.36488,0.0071158,0.0071158,0.0071158
439,2352.09,1.39774,1.06539,1.42379,0.74021,0.59097,0.67248,0.34438,1.36487,1.06515,1.35767,0.0071092,0.0071092,0.0071092
440,2357.24,1.38103,1.04499,1.41332,0.74677,0.58906,0.66237,0.34167,1.36493,1.07709,1.35919,0.0071026,0.0071026,0.0071026
441,2362.39,1.38495,1.06884,1.43603,0.7584,0.58478,0.67219,0.35064,1.3466,1.06489,1.3486,0.007096,0.007096,0.007096
442,2367.31,1.3508,1.03679,1.40333,0.74136,0.59083,0.67994,0.35552,1.33899,1.07496,1.34437,0.0070894,0.0070894,0.0070894
443,2372.54,1.33122,1.03108,1.40826,0.74026,0.60541,0.67894,0.35569,1.33903,1.05623,1.34611,0.0070828,0.0070828,0.0070828
444,2377.6,1.4021,1.05917,1.42489,0.73712,0.59365,0.66395,0.34571,1.35892,1.06741,1.36579,0.0070762,0.0070762,0.0070762
445,2382.52,1.38439,1.05763,1.42678,0.72986,0.58591,0.65714,0.34401,1.36668,1.0749,1.36976,0.0070696,0.0070696,0.0070696
446,2387.62,1.3999,1.07267,1.43808,0.73585,0.59054,0.66189,0.34454,1.36352,1.06053,1.3657,0.007063,0.007063,0.007063
447,2392.75,1.37391,1.04433,1.4155,0.75377,0.58573,0.6709,0.34781,1.35588,1.05554,1.36152,0.0070564,0.0070564,0.0070564
448,2397.75,1.38173,1.0548,1.41439,0.72997,0.58794,0.66178,0.34107,1.36087,1.06111,1.36281,0.0070498,0.0070498,0.0070498
449,2402.78,1.40673,1.07142,1.43424,0.72875,0.58437,0.65222,0.33715,1.36788,1.06718,1.36583,0.0070432,0.0070432,0.0070432
450,2407.68,1.36574,1.02301,1.39214,0.73571,0.58964,0.66769,0.34237,1.36306,1.05718,1.36207,0.0070366,0.0070366,0.0070366
451,2412.87,1.38246,1.04107,1.42142,0.72769,0.59409,0.67456,0.34472,1.3691,1.06436,1.36226,0.00703,0.00703,0.00703
452,2418.12,1.39315,1.05613,1.42075,0.73459,0.59155,0.68013,0.3536,1.35228,1.05748,1.35274,0.0070234,0.0070234,0.0070234
453,2423.21,1.3561,1.04472,1.4094,0.74137,0.59538,0.67943,0.35481,1.35116,1.04286,1.35016,0.0070168,0.0070168,0.0070168
454,2428.41,1.37469,1.05891,1.43343,0.73923,0.59843,0.67498,0.35163,1.35425,1.03693,1.35716,0.0070102,0.0070102,0.0070102
455,2433.34,1.40089,1.07568,1.43331,0.73401,0.58791,0.66805,0.34813,1.3598,1.04223,1.35915,0.0070036,0.0070036,0.0070036
456,2438.63,1.38649,1.05686,1.41147,0.73764,0.58414,0.67273,0.35051,1.35506,1.04558,1.35387,0.006997,0.006997,0.006997
457,2443.82,1.36329,1.03624,1.40853,0.74303,0.58945,0.6795,0.35557,1.34541,1.04338,1.34623,0.0069904,0.0069904,0.0069904
458,2448.85,1.39161,1.05688,1.41334,0.74219,0.59504,0.68365,0.35959,1.33191,1.03657,1.33934,0.0069838,0.0069838,0.0069838
459,2454.04,1.39421,1.05527,1.41446,0.74217,0.59688,0.68051,0.35423,1.33854,1.04318,1.3474,0.0069772,0.0069772,0.0069772
460,2459.06,1.3586,1.02107,1.39399,0.74577,0.58617,0.676,0.35001,1.34425,1.04556,1.3535,0.0069706,0.0069706,0.0069706
461,2464.39,1.37537,1.04152,1.40376,0.73825,0.58708,0.67279,0.34794,1.34805,1.05055,1.35555,0.006964,0.006964,0.006964
462,2469.56,1.36759,1.03813,1.41079,0.74401,0.58789,0.67445,0.35011,1.34735,1.0454,1.35689,0.0069574,0.0069574,0.0069574
463,2474.5,1.40869,1.07923,1.44226,0.74698,0.59269,0.68231,0.3557,1.34013,1.0372,1.35005,0.0069508,0.0069508,0.0069508
464,2479.63,1.33956,1.00258,1.38299,0.74537,0.59212,0.68068,0.3565,1.3396,1.04679,1.34755,0.0069442,0.0069442,0.0069442
465,2484.63,1.41462,1.08984,1.44134,0.74135,0.59565,0.67555,0.35403,1.34345,1.05718,1.35215,0.0069376,0.0069376,0.0069376
466,2489.69,1.39725,1.07796,1.45272,0.74642,0.59557,0.68175,0.35554,1.34528,1.05516,1.35103,0.006931,0.006931,0.006931
467,2494.72,1.37574,1.05227,1.42502,0.72837,0.59985,0.68105,0.35732,1.3364,1.05996,1.34358,0.0069244,0.0069244,0.0069244
468,2499.67,1.36438,1.02678,1.40735,0.73581,0.60298,0.68664,0.35811,1.34036,1.05447,1.34605,0.0069178,0.0069178,0.0069178
469,2504.92,1.38974,1.05353,1.43658,0.75393,0.58812,0.68554,0.35976,1.33538,1.05613,1.34135,0.0069112,0.0069112,0.0069112
470,2509.86,1.39626,1.06879,1.43558,0.7453,0.59514,0.68643,0.35929,1.33875,1.05909,1.34603,0.0069046,0.0069046,0.0069046
471,2514.94,1.41006,1.06803,1.43627,0.74601,0.59875,0.68175,0.35539,1.34586,1.05582,1.35345,0.006898,0.006898,0.006898
472,2520.06,1.38925,1.05339,1.40025,0.75006,0.59159,0.68233,0.3557,1.34275,1.04512,1.35174,0.0068914,0.0068914,0.0068914
473,2525.13,1.37155,1.05378,1.42094,0.72777,0.5916,0.67356,0.3486,1.35845,1.04533,1.35896,0.0068848,0.0068848,0.0068848
474,2530.22,1.40121,1.06594,1.42473,0.7374,0.59338,0.67231,0.34613,1.36824,1.05147,1.3622,0.0068782,0.0068782,0.0068782
475,2535.22,1.36357,1.03522,1.40981,0.74531,0.59042,0.68063,0.35515,1.34679,1.04059,1.35159,0.0068716,0.0068716,0.0068716
476,2540.35,1.39546,1.07738,1.43992,0.73057,0.59532,0.67284,0.3502,1.35817,1.05065,1.35954,0.006865,0.006865,0.006865
477,2545.65,1.41614,1.05663,1.41447,0.7296,0.595,0.66874,0.34753,1.3683,1.04927,1.36479,0.0068584,0.0068584,0.0068584
478,2550.47,1.37179,1.04,1.41124,0.73629,0.59842,0.67627,0.35381,1.35415,1.04758,1.35479,0.0068518,0.0068518,0.0068518
479,2555.72,1.37882,1.05427,1.42817,0.7333,0.60048,0.67758,0.35621,1.35103,1.04642,1.35478,0.0068452,0.0068452,0.0068452
480,2560.73,1.37296,1.05314,1.42033,0.73282,0.60394,0.68153,0.35866,1.34311,1.04295,1.3456,0.0068386,0.0068386,0.0068386
481,2565.71,1.36565,1.04687,1.40679,0.74249,0.59875,0.68178,0.35843,1.34258,1.03817,1.34781,0.006832,0.006832,0.006832
482,2570.93,1.37827,1.06835,1.42785,0.73626,0.60067,0.6816,0.35682,1.34701,1.03663,1.35042,0.0068254,0.0068254,0.0068254
483,2575.99,1.36704,1.03091,1.40799,0.74358,0.59351,0.68145,0.3575,1.34564,1.04535,1.34944,0.0068188,0.0068188,0.0068188
484,2581.16,1.35407,1.03222,1.399,0.74273,0.59964,0.67503,0.35223,1.35607,1.05156,1.35174,0.0068122,0.0068122,0.0068122
485,2586.21,1.37865,1.06279,1.4327,0.74905,0.59598,0.67744,0.35477,1.35202,1.04441,1.34992,0.0068056,0.0068056,0.0068056
486,2591.13,1.37323,1.04839,1.42301,0.75159,0.59044,0.67674,0.35276,1.35347,1.04756,1.35427,0.006799,0.006799,0.006799
487,2596.27,1.36446,1.04251,1.4112,0.74739,0.59077,0.67501,0.35065,1.35641,1.05162,1.35413,0.0067924,0.0067924,0.0067924
488,2601.25,1.41471,1.07991,1.44512,0.72963,0.59331,0.67218,0.34765,1.35588,1.05359,1.35494,0.0067858,0.0067858,0.0067858
489,2606.59,1.36404,1.03432,1.40754,0.73231,0.59112,0.67044,0.34641,1.35334,1.05523,1.35454,0.0067792,0.0067792,0.0067792
490,2611.57,1.35156,1.03766,1.42272,0.72147,0.5941,0.66018,0.34362,1.35524,1.06424,1.35781,0.0067726,0.0067726,0.0067726
491,2616.52,1.37709,1.05575,1.42334,0.72694,0.59383,0.66396,0.34544,1.35755,1.06386,1.3597,0.006766,0.006766,0.006766
492,2621.66,1.3775,1.04935,1.41939,0.72996,0.59839,0.67346,0.35079,1.34838,1.05547,1.35315,0.0067594,0.0067594,0.0067594
493,2626.56,1.39214,1.06704,1.42704,0.72911,0.59489,0.66663,0.34503,1.36093,1.05513,1.36068,0.0067528,0.0067528,0.0067528
494,2631.7,1.34233,1.03518,1.40981,0.72852,0.6058,0.68003,0.35274,1.35133,1.04062,1.35564,0.0067462,0.0067462,0.0067462
495,2636.8,1.38314,1.06591,1.43014,0.7371,0.60156,0.6821,0.35365,1.3496,1.04019,1.35365,0.0067396,0.0067396,0.0067396
496,2641.87,1.39053,1.08254,1.43992,0.73867,0.59918,0.68099,0.35433,1.34825,1.03601,1.35468,0.006733,0.006733,0.006733
497,2647,1.39857,1.06979,1.42631,0.73615,0.603,0.68206,0.35997,1.33678,1.03196,1.34752,0.0067264,0.0067264,0.0067264
498,2651.95,1.35202,1.03997,1.42509,0.74714,0.59313,0.68356,0.35941,1.33955,1.0299,1.34858,0.0067198,0.0067198,0.0067198
499,2657.07,1.3696,1.04717,1.41382,0.72926,0.59086,0.66732,0.34992,1.35956,1.04278,1.35863,0.0067132,0.0067132,0.0067132
500,2662.11,1.3417,1.03115,1.41032,0.73638,0.58821,0.66535,0.34479,1.37748,1.04884,1.36718,0.0067066,0.0067066,0.0067066
501,2667.19,1.3741,1.04831,1.4177,0.73804,0.58847,0.67159,0.34806,1.36717,1.04576,1.36015,0.0067,0.0067,0.0067
502,2672.31,1.37657,1.05515,1.41785,0.73509,0.60082,0.68006,0.35621,1.34524,1.04522,1.34692,0.0066934,0.0066934,0.0066934
503,2677.77,1.34569,1.0209,1.41225,0.72905,0.59732,0.67907,0.35703,1.33969,1.0511,1.34363,0.0066868,0.0066868,0.0066868
504,2682.72,1.35593,1.03213,1.4074,0.72461,0.59752,0.67894,0.35727,1.34205,1.05182,1.34509,0.0066802,0.0066802,0.0066802
505,2687.9,1.3525,1.04478,1.40638,0.73721,0.60076,0.68226,0.35812,1.33928,1.04798,1.34172,0.0066736,0.0066736,0.0066736
506,2692.78,1.35328,1.04451,1.42941,0.73883,0.59679,0.6829,0.35877,1.33857,1.04081,1.34229,0.006667,0.006667,0.006667
507,2698.03,1.37868,1.05435,1.42674,0.75127,0.59566,0.68356,0.35645,1.3449,1.04376,1.34823,0.0066604,0.0066604,0.0066604
508,2702.98,1.33911,1.02191,1.40553,0.75027,0.59949,0.68395,0.35774,1.34204,1.0427,1.3471,0.0066538,0.0066538,0.0066538
509,2707.99,1.35852,1.04538,1.42473,0.73484,0.60456,0.68276,0.3562,1.34423,1.04101,1.34843,0.0066472,0.0066472,0.0066472
510,2713.24,1.34581,1.02759,1.39646,0.73942,0.60033,0.68255,0.35677,1.34385,1.04357,1.34998,0.0066406,0.0066406,0.0066406
511,2718.2,1.3837,1.06436,1.43009,0.73115,0.60989,0.68537,0.35744,1.34161,1.04189,1.34809,0.006634,0.006634,0.006634
512,2723.33,1.34745,1.00893,1.37789,0.73373,0.59869,0.68734,0.36056,1.33247,1.04067,1.3438,0.0066274,0.0066274,0.0066274
513,2728.27,1.34199,1.025,1.39552,0.71847,0.6086,0.68343,0.35524,1.3425,1.05693,1.34851,0.0066208,0.0066208,0.0066208
514,2733.17,1.36479,1.04151,1.40325,0.7345,0.60374,0.68574,0.35997,1.33318,1.04174,1.34236,0.0066142,0.0066142,0.0066142
515,2738.27,1.34667,1.02172,1.38503,0.72729,0.6084,0.68936,0.36249,1.32649,1.02809,1.3383,0.0066076,0.0066076,0.0066076
516,2743.19,1.36307,1.0315,1.3921,0.73768,0.60389,0.6904,0.36312,1.32525,1.02274,1.33657,0.006601,0.006601,0.006601
517,2748.58,1.39037,1.07091,1.42432,0.74002,0.60123,0.68592,0.35946,1.33521,1.02268,1.34391,0.0065944,0.0065944,0.0065944
518,2753.66,1.33951,1.00369,1.38112,0.73765,0.59548,0.68043,0.35822,1.3397,1.02781,1.34868,0.0065878,0.0065878,0.0065878
519,2758.85,1.33965,1.04527,1.41817,0.74062,0.59606,0.67999,0.35452,1.3466,1.04513,1.35073,0.0065812,0.0065812,0.0065812
520,2763.92,1.35146,1.02347,1.40805,0.73643,0.60212,0.68102,0.35502,1.34033,1.0429,1.34513,0.0065746,0.0065746,0.0065746
521,2768.86,1.3471,1.01812,1.40399,0.72879,0.6091,0.68159,0.35648,1.33905,1.04371,1.34618,0.006568,0.006568,0.006568
522,2774.01,1.35349,1.03573,1.41689,0.7292,0.60448,0.68291,0.35811,1.33347,1.04092,1.34326,0.0065614,0.0065614,0.0065614
523,2778.97,1.34771,1.03415,1.41406,0.72691,0.6073,0.6833,0.35989,1.33107,1.03303,1.34221,0.0065548,0.0065548,0.0065548
524,2784.38,1.36796,1.03825,1.4057,0.72592,0.61452,0.69005,0.36314,1.32772,1.02846,1.34033,0.0065482,0.0065482,0.0065482
525,2789.79,1.34489,1.03392,1.41011,0.71808,0.61502,0.68851,0.36117,1.32924,1.03397,1.34208,0.0065416,0.0065416,0.0065416
526,2794.73,1.36263,1.04396,1.41595,0.72794,0.61035,0.68573,0.35978,1.32852,1.0332,1.34086,0.006535,0.006535,0.006535
527,2799.99,1.36188,1.04688,1.41465,0.72531,0.60939,0.68472,0.3589,1.33023,1.03263,1.34107,0.0065284,0.0065284,0.0065284
528,2805.03,1.36124,1.02865,1.3953,0.71726,0.61305,0.68585,0.36126,1.32783,1.03365,1.34125,0.0065218,0.0065218,0.0065218
529,2810.07,1.33931,1.03668,1.41327,0.73294,0.59929,0.68659,0.36313,1.32422,1.03016,1.3389,0.0065152,0.0065152,0.0065152
530,2815.2,1.37126,1.05315,1.42245,0.74006,0.60726,0.69061,0.36627,1.3212,1.02458,1.33635,0.0065086,0.0065086,0.0065086
531,2820.09,1.35531,1.035,1.40908,0.73227,0.60973,0.69288,0.36677,1.32197,1.02131,1.33672,0.006502,0.006502,0.006502
532,2825.49,1.37968,1.04607,1.42223,0.74014,0.60656,0.69132,0.36552,1.3244,1.01825,1.34064,0.0064954,0.0064954,0.0064954
533,2830.65,1.33064,1.0108,1.38551,0.733,0.60904,0.68516,0.36093,1.33358,1.02133,1.34938,0.0064888,0.0064888,0.0064888
534,2836.46,1.35454,1.03346,1.40459,0.73718,0.60637,0.68687,0.35819,1.33625,1.02743,1.34849,0.0064822,0.0064822,0.0064822
535,2842.32,1.3752,1.04788,1.42848,0.73712,0.60646,0.68059,0.35443,1.34244,1.03642,1.34971,0.0064756,0.0064756,0.0064756
536,2847.51,1.3943,1.04161,1.39433,0.72352,0.60936,0.67903,0.35282,1.35033,1.03905,1.35399,0.006469,0.006469,0.006469
537,2852.56,1.3705,1.04029,1.40713,0.73656,0.60565,0.6829,0.35382,1.34608,1.03129,1.35189,0.0064624,0.0064624,0.0064624
538,2857.56,1.37432,1.03115,1.40601,0.73652,0.60843,0.68672,0.35679,1.34402,1.02985,1.34783,0.0064558,0.0064558,0.0064558
539,2863.83,1.37114,1.03978,1.39851,0.73164,0.60716,0.68291,0.35653,1.34682,1.02948,1.34959,0.0064492,0.0064492,0.0064492
540,2868.73,1.34914,1.04229,1.415,0.72429,0.61287,0.68569,0.35998,1.33745,1.0339,1.34468,0.0064426,0.0064426,0.0064426
541,2873.67,1.36726,1.03112,1.40171,0.72459,0.60851,0.6827,0.35873,1.33876,1.03385,1.34456,0.006436,0.006436,0.006436
542,2878.82,1.34596,1.02075,1.3963,0.72716,0.61011,0.68492,0.35893,1.33986,1.03319,1.34704,0.0064294,0.0064294,0.0064294
543,2883.81,1.3435,1.02899,1.39789,0.72039,0.6153,0.68264,0.3604,1.33271,1.03433,1.34583,0.0064228,0.0064228,0.0064228
544,2889.78,1.36294,1.04349,1.42505,0.72859,0.60726,0.68411,0.35966,1.33403,1.03781,1.34876,0.0064162,0.0064162,0.0064162
545,2894.91,1.33886,1.01698,1.38811,0.74115,0.60146,0.68645,0.36234,1.33056,1.03475,1.34444,0.0064096,0.0064096,0.0064096
546,2899.98,1.35861,1.02198,1.39782,0.73602,0.60452,0.68745,0.36471,1.32432,1.03312,1.33975,0.006403,0.006403,0.006403
547,2904.85,1.34311,1.00889,1.39428,0.74118,0.59804,0.68904,0.36568,1.32465,1.03244,1.33938,0.0063964,0.0063964,0.0063964
548,2910.87,1.36403,1.03713,1.40622,0.7336,0.60327,0.68794,0.36381,1.32621,1.03276,1.33966,0.0063898,0.0063898,0.0063898
549,2915.9,1.357,1.03428,1.42321,0.73608,0.60171,0.68643,0.36282,1.32959,1.03389,1.34298,0.0063832,0.0063832,0.0063832
550,2920.89,1.36533,1.04836,1.41702,0.73194,0.60788,0.68629,0.36245,1.33022,1.03291,1.3421,0.0063766,0.0063766,0.0063766
551,2925.97,1.36281,1.02476,1.4017,0.73034,0.61153,0.68644,0.3608,1.3289,1.03176,1.33989,0.00637,0.00637,0.00637
552,2931.11,1.35832,1.03107,1.41032,0.73128,0.60961,0.68666,0.36319,1.32576,1.03185,1.34003,0.0063634,0.0063634,0.0063634
553,2937.23,1.35724,1.01915,1.38912,0.72664,0.60849,0.68672,0.36278,1.32439,1.02754,1.33995,0.0063568,0.0063568,0.0063568
554,2942.18,1.35171,1.04469,1.41263,0.73282,0.60811,0.68546,0.35935,1.32881,1.02736,1.34515,0.0063502,0.0063502,0.0063502
555,2947.15,1.37987,1.04563,1.40747,0.71827,0.60945,0.68005,0.35816,1.33258,1.03002,1.34709,0.0063436,0.0063436,0.0063436
556,2952.32,1.34117,1.01777,1.3824,0.72864,0.61098,0.6861,0.3612,1.32535,1.03088,1.34135,0.006337,0.006337,0.006337
557,2957.19,1.37952,1.04434,1.4178,0.73204,0.60752,0.68447,0.36141,1.32306,1.03517,1.33925,0.0063304,0.0063304,0.0063304
558,2963.13,1.3576,1.0294,1.40047,0.73304,0.60879,0.68775,0.36312,1.31964,1.03153,1.3376,0.0063238,0.0063238,0.0063238
559,2968.11,1.40696,1.05604,1.42729,0.72681,0.6127,0.68908,0.36467,1.32173,1.02501,1.33837,0.0063172,0.0063172,0.0063172
560,2973.2,1.3736,1.04079,1.41086,0.7332,0.60768,0.69045,0.36514,1.32006,1.02359,1.33735,0.0063106,0.0063106,0.0063106
561,2978.18,1.37605,1.0499,1.42486,0.72998,0.60818,0.68946,0.36336,1.3289,1.02625,1.33976,0.006304,0.006304,0.006304
