epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
378,5906.37,1.01427,0.63046,1.12681,0.85849,0.77727,0.8515,0.54119,1.2415,0.76174,1.26854,0.0075118,0.0075118,0.0075118
379,5922.18,0.99726,0.62582,1.13134,0.86142,0.77677,0.85267,0.54211,1.24044,0.76346,1.26826,0.0075052,0.0075052,0.0075052
380,5937.92,0.99995,0.62259,1.12113,0.85476,0.78491,0.85235,0.54149,1.24191,0.76482,1.26877,0.0074986,0.0074986,0.0074986
381,5953.37,0.97866,0.61527,1.11518,0.85719,0.78253,0.85216,0.54268,1.23779,0.76537,1.26625,0.007492,0.007492,0.007492
382,5967.23,0.99759,0.61503,1.12928,0.85735,0.78004,0.85234,0.54198,1.23622,0.76882,1.26702,0.0074854,0.0074854,0.0074854
383,5984.64,1.01029,0.62986,1.1282,0.85712,0.77698,0.85275,0.54322,1.23339,0.76522,1.26487,0.0074788,0.0074788,0.0074788
384,6000.56,0.99883,0.62048,1.12567,0.85705,0.77811,0.85226,0.54314,1.2322,0.76359,1.26386,0.0074722,0.0074722,0.0074722
385,6014.27,1.00325,0.62466,1.11774,0.86344,0.76968,0.85211,0.54286,1.23333,0.76593,1.26354,0.0074656,0.0074656,0.0074656
386,6029.62,0.99468,0.62137,1.13514,0.85896,0.77574,0.85275,0.54345,1.23359,0.76195,1.26403,0.007459,0.007459,0.007459
387,6044.59,0.993,0.62586,1.11801,0.86623,0.76741,0.85294,0.54389,1.23014,0.76367,1.26317,0.0074524,0.0074524,0.0074524
388,6060.38,1.0041,0.62011,1.12777,0.861,0.76865,0.8525,0.54408,1.22841,0.76427,1.26243,0.0074458,0.0074458,0.0074458
389,6075.97,0.97947,0.62069,1.13166,0.86533,0.76478,0.85183,0.54341,1.22746,0.76542,1.26206,0.0074392,0.0074392,0.0074392
390,6091.23,0.97336,0.60511,1.11543,0.86409,0.76413,0.85201,0.54533,1.23002,0.76508,1.26502,0.0074326,0.0074326,0.0074326
391,6107.14,0.96543,0.59927,1.10301,0.87172,0.76334,0.85184,0.54473,1.23166,0.76454,1.26421,0.007426,0.007426,0.007426
392,6121.84,0.99848,0.62597,1.13824,0.86721,0.76481,0.85112,0.54437,1.23194,0.76462,1.26366,0.0074194,0.0074194,0.0074194
393,6136.65,0.97885,0.61373,1.11449,0.85889,0.7751,0.85139,0.54429,1.23033,0.76253,1.26205,0.0074128,0.0074128,0.0074128
394,6153.08,0.99231,0.61505,1.12539,0.85975,0.77391,0.85047,0.545,1.22969,0.76234,1.2596,0.0074062,0.0074062,0.0074062
395,6169.54,0.98868,0.62521,1.13363,0.85005,0.78052,0.84999,0.54534,1.22907,0.76062,1.2594,0.0073996,0.0073996,0.0073996
396,6184.81,0.98968,0.62686,1.12802,0.85725,0.77504,0.84958,0.54469,1.22755,0.75987,1.26036,0.007393,0.007393,0.007393
397,6200.4,1.00336,0.62946,1.13302,0.85316,0.77879,0.85021,0.54449,1.22733,0.76004,1.26143,0.0073864,0.0073864,0.0073864
398,6215.04,1.00177,0.63435,1.12758,0.85706,0.77796,0.84914,0.54529,1.22645,0.76002,1.26101,0.0073798,0.0073798,0.0073798
399,6230.71,0.9983,0.61497,1.11848,0.85503,0.77618,0.84909,0.5449,1.22887,0.76186,1.26127,0.0073732,0.0073732,0.0073732
400,6246.28,1.00217,0.62397,1.12093,0.86365,0.77266,0.85164,0.54547,1.23006,0.76115,1.26166,0.0073666,0.0073666,0.0073666
401,6261.81,0.98719,0.61778,1.12615,0.86075,0.77501,0.85186,0.54663,1.22889,0.759,1.26062,0.00736,0.00736,0.00736
402,6278.49,1.00201,0.62436,1.12862,0.86195,0.7695,0.85113,0.5471,1.22777,0.75489,1.25973,0.0073534,0.0073534,0.0073534
403,6293.48,0.97463,0.60808,1.11841,0.86556,0.76856,0.85218,0.54709,1.22916,0.75318,1.26101,0.0073468,0.0073468,0.0073468
404,6309.18,1.00524,0.61831,1.12268,0.86267,0.77182,0.85251,0.54683,1.23014,0.75335,1.26079,0.0073402,0.0073402,0.0073402
405,6324.77,0.96873,0.60963,1.12554,0.86625,0.76892,0.85253,0.54748,1.23065,0.75381,1.26085,0.0073336,0.0073336,0.0073336
406,6341.08,1.0042,0.62895,1.13809,0.86514,0.76988,0.85263,0.54689,1.22851,0.75347,1.26075,0.007327,0.007327,0.007327
407,6356.56,0.99213,0.61884,1.12787,0.86127,0.77295,0.85267,0.54689,1.22761,0.75364,1.26062,0.0073204,0.0073204,0.0073204
408,6371.43,1.00654,0.62648,1.12413,0.87165,0.76641,0.8538,0.54641,1.22715,0.75408,1.2603,0.0073138,0.0073138,0.0073138
409,6385.18,1.00684,0.62107,1.12755,0.87251,0.76788,0.8538,0.54646,1.22767,0.75438,1.26039,0.0073072,0.0073072,0.0073072
410,6401.32,0.98191,0.60889,1.11557,0.87021,0.7694,0.85397,0.54709,1.22948,0.75204,1.26208,0.0073006,0.0073006,0.0073006
411,6417.5,0.98441,0.61495,1.11209,0.87325,0.76766,0.8541,0.5473,1.2284,0.75095,1.2614,0.007294,0.007294,0.007294
412,6432.19,1.01652,0.64353,1.12658,0.87652,0.76672,0.85418,0.54725,1.22807,0.75178,1.26074,0.0072874,0.0072874,0.0072874
413,6446.93,0.99774,0.61794,1.11246,0.87661,0.76621,0.85498,0.54668,1.22959,0.75154,1.26106,0.0072808,0.0072808,0.0072808
414,6463.27,1.00548,0.63103,1.12221,0.87514,0.7651,0.85428,0.54601,1.22837,0.74976,1.26074,0.0072742,0.0072742,0.0072742
415,6478.5,1.00514,0.62767,1.1306,0.8792,0.76345,0.85441,0.54583,1.22829,0.74982,1.26096,0.0072676,0.0072676,0.0072676
416,6494.29,1.00738,0.6296,1.11225,0.86934,0.77051,0.85438,0.54608,1.22743,0.74851,1.26075,0.007261,0.007261,0.007261
417,6509.65,0.98996,0.61778,1.12273,0.87233,0.76887,0.85328,0.54634,1.22753,0.75061,1.2613,0.0072544,0.0072544,0.0072544
418,6525.28,0.96263,0.60706,1.11036,0.87866,0.76699,0.85479,0.5473,1.22944,0.75106,1.26252,0.0072478,0.0072478,0.0072478
419,6541.24,0.98875,0.61535,1.11587,0.87926,0.76792,0.85469,0.54659,1.22985,0.75083,1.26199,0.0072412,0.0072412,0.0072412
420,6555.82,0.97735,0.61985,1.12096,0.87065,0.77416,0.85532,0.54684,1.22779,0.74755,1.26049,0.0072346,0.0072346,0.0072346
421,6571.76,0.99632,0.62272,1.11003,0.88011,0.76912,0.85517,0.54743,1.22732,0.74722,1.26054,0.007228,0.007228,0.007228
422,6588.09,0.996,0.62412,1.13901,0.87682,0.76918,0.85488,0.54799,1.22456,0.74788,1.25921,0.0072214,0.0072214,0.0072214
423,6603.32,1.01331,0.62735,1.13233,0.87143,0.77122,0.85418,0.54684,1.22496,0.74782,1.25982,0.0072148,0.0072148,0.0072148
424,6617.98,1.00182,0.61058,1.10867,0.86684,0.77483,0.85397,0.54647,1.22319,0.74737,1.25927,0.0072082,0.0072082,0.0072082
425,6631.89,1.01404,0.62083,1.11634,0.86508,0.77441,0.85335,0.547,1.2251,0.74998,1.25995,0.0072016,0.0072016,0.0072016
426,6647.8,1.00714,0.62095,1.11971,0.8708,0.77157,0.85349,0.54661,1.22487,0.7505,1.25892,0.007195,0.007195,0.007195
427,6664.02,0.98632,0.60763,1.11711,0.87307,0.77127,0.85451,0.54714,1.22453,0.74934,1.25812,0.0071884,0.0071884,0.0071884
428,6679.56,0.98495,0.60717,1.11775,0.87596,0.7659,0.85417,0.54661,1.22472,0.74838,1.2579,0.0071818,0.0071818,0.0071818
429,6694.39,0.98011,0.61349,1.12245,0.87561,0.7677,0.85395,0.54675,1.22536,0.74948,1.25753,0.0071752,0.0071752,0.0071752
430,6709.85,1.00004,0.62247,1.12273,0.87394,0.76977,0.85405,0.54684,1.22609,0.74706,1.25766,0.0071686,0.0071686,0.0071686
431,6725.43,0.98749,0.61138,1.11549,0.87338,0.77158,0.85385,0.54652,1.22717,0.74925,1.25787,0.007162,0.007162,0.007162
432,6739.47,0.97511,0.60493,1.1148,0.8741,0.77306,0.85359,0.54586,1.22802,0.74936,1.25822,0.0071554,0.0071554,0.0071554
433,6755.33,0.9804,0.60881,1.12102,0.86972,0.77603,0.85419,0.54622,1.22893,0.75016,1.25887,0.0071488,0.0071488,0.0071488
434,6771.97,0.98542,0.61766,1.12474,0.869,0.77475,0.85408,0.54705,1.22942,0.74981,1.26033,0.0071422,0.0071422,0.0071422
435,6787.44,0.9686,0.61278,1.11696,0.87235,0.77327,0.85427,0.54703,1.23087,0.74874,1.26095,0.0071356,0.0071356,0.0071356
436,6802.28,0.97086,0.61562,1.11312,0.87196,0.77267,0.85526,0.54741,1.23113,0.75069,1.26201,0.007129,0.007129,0.007129
437,6817.11,0.97433,0.6123,1.11624,0.86939,0.77182,0.85493,0.54661,1.23104,0.75183,1.26213,0.0071224,0.0071224,0.0071224
438,6834.04,0.98223,0.61478,1.12314,0.86985,0.77496,0.85423,0.54601,1.22975,0.75165,1.25835,0.0071158,0.0071158,0.0071158
439,6850.17,0.97895,0.61128,1.12108,0.8686,0.77538,0.8548,0.54645,1.22788,0.74866,1.25723,0.0071092,0.0071092,0.0071092
440,6865.68,0.9649,0.59397,1.10468,0.87074,0.77328,0.85469,0.54603,1.2274,0.74479,1.25687,0.0071026,0.0071026,0.0071026
441,6881,0.97495,0.60984,1.1164,0.86438,0.77653,0.85429,0.54694,1.22563,0.74373,1.25588,0.007096,0.007096,0.007096
442,6894.89,0.96978,0.61172,1.10893,0.86912,0.7741,0.85468,0.54721,1.22345,0.74429,1.25491,0.0070894,0.0070894,0.0070894
443,6911.43,0.9717,0.60261,1.10824,0.86451,0.7783,0.85495,0.54795,1.22301,0.74451,1.255,0.0070828,0.0070828,0.0070828
444,6927.36,0.96484,0.60844,1.11315,0.87016,0.77493,0.85491,0.54684,1.22258,0.74384,1.25479,0.0070762,0.0070762,0.0070762
445,6942.96,1.00797,0.62964,1.12466,0.86929,0.77629,0.85482,0.54691,1.22225,0.74371,1.25421,0.0070696,0.0070696,0.0070696
446,6957.24,1.00117,0.62281,1.1133,0.86919,0.77516,0.8551,0.54759,1.22313,0.74571,1.25519,0.007063,0.007063,0.007063
447,6972.19,0.9807,0.62019,1.13036,0.86416,0.77939,0.85478,0.5472,1.22254,0.74441,1.25438,0.0070564,0.0070564,0.0070564
448,6986.84,1.0051,0.62294,1.11656,0.86105,0.78252,0.85465,0.54803,1.2211,0.74417,1.25305,0.0070498,0.0070498,0.0070498
449,7003.68,0.97296,0.60026,1.10832,0.86452,0.78172,0.8547,0.54788,1.22091,0.7446,1.25289,0.0070432,0.0070432,0.0070432
450,7020.05,0.9753,0.59241,1.09937,0.86799,0.78095,0.85561,0.54807,1.22055,0.74562,1.25205,0.0070366,0.0070366,0.0070366
451,7035.05,1.00957,0.62187,1.12218,0.86883,0.78232,0.85632,0.54853,1.22021,0.74438,1.25166,0.00703,0.00703,0.00703
452,7050.13,0.99918,0.61411,1.10703,0.87016,0.78079,0.85571,0.54885,1.21894,0.74565,1.25141,0.0070234,0.0070234,0.0070234
453,7065.08,1.01195,0.62453,1.11282,0.87216,0.77855,0.85586,0.54844,1.21822,0.74668,1.25123,0.0070168,0.0070168,0.0070168
454,7080.78,0.99516,0.62576,1.11249,0.87238,0.77788,0.8556,0.54927,1.2167,0.74617,1.25053,0.0070102,0.0070102,0.0070102
455,7096.94,0.97963,0.61089,1.10407,0.87263,0.77832,0.85625,0.54918,1.21694,0.74536,1.25062,0.0070036,0.0070036,0.0070036
456,7112.42,0.95584,0.5977,1.10915,0.86848,0.77899,0.85593,0.54916,1.21764,0.74311,1.25072,0.006997,0.006997,0.006997
457,7128.76,0.97922,0.60276,1.10436,0.87203,0.77725,0.8571,0.54913,1.21854,0.74338,1.25109,0.0069904,0.0069904,0.0069904
458,7143.9,0.98172,0.60724,1.10123,0.8696,0.77851,0.85762,0.54938,1.21857,0.74356,1.2522,0.0069838,0.0069838,0.0069838
459,7158.47,0.98902,0.61836,1.10638,0.87218,0.77649,0.85724,0.54922,1.21893,0.74419,1.25199,0.0069772,0.0069772,0.0069772
460,7173.42,0.9708,0.60327,1.09961,0.86886,0.77764,0.85693,0.55002,1.21804,0.74465,1.25165,0.0069706,0.0069706,0.0069706
461,7188.51,0.99976,0.61796,1.11431,0.86647,0.77957,0.85759,0.54944,1.2178,0.74575,1.25152,0.006964,0.006964,0.006964
462,7205.35,1.00526,0.6247,1.12398,0.86312,0.78285,0.85755,0.54987,1.21827,0.74558,1.25152,0.0069574,0.0069574,0.0069574
463,7220.23,1.02874,0.62996,1.12307,0.86522,0.78086,0.85709,0.54952,1.21852,0.7446,1.2518,0.0069508,0.0069508,0.0069508
464,7236.11,0.99518,0.61287,1.10811,0.8643,0.78215,0.85657,0.5498,1.22024,0.74531,1.25276,0.0069442,0.0069442,0.0069442
465,7251.53,0.98589,0.60719,1.11125,0.86325,0.78367,0.85652,0.54977,1.22014,0.7455,1.25247,0.0069376,0.0069376,0.0069376
466,7267.06,0.99039,0.61531,1.11425,0.86388,0.7854,0.8569,0.54963,1.22054,0.74526,1.25231,0.006931,0.006931,0.006931
467,7282.23,0.98097,0.61171,1.11849,0.86347,0.78304,0.85697,0.54948,1.22094,0.74614,1.25224,0.0069244,0.0069244,0.0069244
468,7296.96,1.0012,0.60894,1.09902,0.86465,0.78097,0.85647,0.54963,1.22024,0.74615,1.25164,0.0069178,0.0069178,0.0069178
469,7310.98,1.0009,0.62136,1.10105,0.86475,0.77996,0.85626,0.54902,1.22147,0.7469,1.25175,0.0069112,0.0069112,0.0069112
470,7327.09,1.00049,0.61795,1.1202,0.86665,0.77786,0.85609,0.54941,1.22037,0.74587,1.25008,0.0069046,0.0069046,0.0069046
471,7343.63,0.9761,0.60352,1.10173,0.87035,0.77669,0.85628,0.54949,1.22032,0.74541,1.24973,0.006898,0.006898,0.006898
472,7359,1.00001,0.61845,1.11087,0.86806,0.77791,0.85572,0.54895,1.22065,0.74631,1.24973,0.0068914,0.0068914,0.0068914
473,7373.67,0.97451,0.62115,1.12186,0.8658,0.78041,0.85589,0.54887,1.22151,0.74683,1.25006,0.0068848,0.0068848,0.0068848
474,7388.59,0.9911,0.61485,1.1102,0.86913,0.78023,0.85651,0.54894,1.22171,0.74511,1.24973,0.0068782,0.0068782,0.0068782
475,7405.11,0.97759,0.60509,1.102,0.86955,0.77935,0.85659,0.54909,1.22116,0.74587,1.24914,0.0068716,0.0068716,0.0068716
476,7421.83,0.97105,0.60155,1.10818,0.86825,0.78056,0.85608,0.54936,1.22056,0.746,1.2494,0.006865,0.006865,0.006865
477,7437.28,0.98015,0.60726,1.09202,0.86078,0.78509,0.85587,0.54921,1.21905,0.74673,1.24834,0.0068584,0.0068584,0.0068584
478,7451.95,0.96615,0.60541,1.10906,0.86125,0.78498,0.85505,0.54954,1.21878,0.74609,1.2476,0.0068518,0.0068518,0.0068518
479,7466.76,0.99417,0.61532,1.09972,0.86039,0.78488,0.85543,0.54932,1.21991,0.74554,1.24824,0.0068452,0.0068452,0.0068452
480,7482.34,1.00182,0.62583,1.12214,0.86065,0.78144,0.85519,0.54888,1.21933,0.74525,1.24839,0.0068386,0.0068386,0.0068386
481,7498.56,0.97396,0.60877,1.10403,0.87028,0.77544,0.8551,0.54902,1.21774,0.74501,1.24748,0.006832,0.006832,0.006832
482,7513.59,0.99071,0.61507,1.1148,0.86935,0.776,0.85506,0.54867,1.21731,0.74439,1.24714,0.0068254,0.0068254,0.0068254
483,7528.9,0.97165,0.60073,1.10812,0.86667,0.77842,0.8554,0.54886,1.2174,0.74629,1.24731,0.0068188,0.0068188,0.0068188
484,7544.74,0.96966,0.60847,1.10171,0.85911,0.78311,0.85533,0.54904,1.21716,0.74613,1.24712,0.0068122,0.0068122,0.0068122
485,7560,0.97813,0.60992,1.11619,0.86199,0.78121,0.85582,0.54934,1.21667,0.74551,1.24678,0.0068056,0.0068056,0.0068056
486,7574.44,0.97769,0.61021,1.10409,0.86313,0.77898,0.85522,0.54945,1.2166,0.74551,1.24675,0.006799,0.006799,0.006799
487,7589.7,0.97635,0.61629,1.11072,0.86641,0.77849,0.85539,0.54923,1.21621,0.74521,1.24673,0.0067924,0.0067924,0.0067924
488,7605.51,0.95865,0.59556,1.10384,0.8657,0.77986,0.85492,0.54948,1.21551,0.74505,1.24665,0.0067858,0.0067858,0.0067858
489,7622.16,0.96319,0.59657,1.10381,0.86202,0.78255,0.85494,0.54887,1.21513,0.74504,1.24673,0.0067792,0.0067792,0.0067792
490,7637.05,0.96104,0.59992,1.12435,0.86131,0.7833,0.85472,0.54878,1.21504,0.74447,1.24708,0.0067726,0.0067726,0.0067726
491,7651.75,0.95815,0.5889,1.10764,0.86121,0.78498,0.85431,0.54855,1.21524,0.74353,1.24743,0.006766,0.006766,0.006766
492,7668.54,0.97238,0.61332,1.11251,0.86254,0.78433,0.85475,0.54879,1.21453,0.74295,1.24698,0.0067594,0.0067594,0.0067594
493,7684.35,0.9749,0.60582,1.10673,0.86313,0.78461,0.85513,0.54893,1.21514,0.74277,1.24795,0.0067528,0.0067528,0.0067528
494,7699.76,1.01426,0.6264,1.11092,0.86532,0.7831,0.8546,0.54854,1.21438,0.74199,1.2474,0.0067462,0.0067462,0.0067462
495,7715.17,0.99636,0.61759,1.11639,0.8597,0.78692,0.85398,0.54883,1.21432,0.74179,1.24724,0.0067396,0.0067396,0.0067396
496,7729.42,0.99075,0.6125,1.10756,0.86,0.78611,0.85468,0.5486,1.21432,0.74154,1.24699,0.006733,0.006733,0.006733
497,7745.8,0.94492,0.58903,1.09828,0.8605,0.78435,0.85459,0.54857,1.21321,0.74169,1.24631,0.0067264,0.0067264,0.0067264
498,7761.16,0.98186,0.60685,1.1086,0.86057,0.78536,0.85442,0.5491,1.21309,0.74094,1.24634,0.0067198,0.0067198,0.0067198
499,7777.36,0.96045,0.59948,1.10073,0.85917,0.78592,0.85453,0.54881,1.21418,0.74169,1.24632,0.0067132,0.0067132,0.0067132
500,7792.49,0.94298,0.58105,1.09225,0.85997,0.78622,0.85421,0.54865,1.21405,0.74148,1.2463,0.0067066,0.0067066,0.0067066
501,7808.9,0.96881,0.60369,1.11116,0.85661,0.78596,0.85342,0.549,1.21391,0.74271,1.24611,0.0067,0.0067,0.0067
502,7823.23,0.98738,0.61455,1.1106,0.85774,0.78552,0.85306,0.54865,1.21441,0.74345,1.24667,0.0066934,0.0066934,0.0066934
503,7839.18,0.96063,0.59703,1.10233,0.86901,0.77566,0.853,0.54798,1.2145,0.7447,1.24703,0.0066868,0.0066868,0.0066868
504,7855.58,0.9529,0.59419,1.10026,0.87116,0.77557,0.85339,0.54858,1.21489,0.74385,1.24701,0.0066802,0.0066802,0.0066802
505,7870.41,0.98171,0.6226,1.10691,0.8712,0.77629,0.85395,0.54855,1.21452,0.74353,1.24652,0.0066736,0.0066736,0.0066736
506,7887.14,0.97353,0.60863,1.09489,0.87138,0.77691,0.8541,0.54916,1.21528,0.74316,1.24685,0.006667,0.006667,0.006667
507,7900.95,0.97431,0.60668,1.11287,0.87154,0.77569,0.85358,0.54864,1.21431,0.74386,1.24641,0.0066604,0.0066604,0.0066604
508,7917.59,0.95722,0.59022,1.10297,0.87214,0.77592,0.85379,0.54925,1.21364,0.74316,1.24526,0.0066538,0.0066538,0.0066538
509,7933.8,0.92788,0.58688,1.09988,0.87162,0.77652,0.85354,0.54965,1.21437,0.74211,1.24562,0.0066472,0.0066472,0.0066472
510,7949.79,0.97741,0.61243,1.10668,0.87156,0.77486,0.85326,0.54934,1.2152,0.74319,1.24625,0.0066406,0.0066406,0.0066406
511,7964.42,0.97266,0.6078,1.10594,0.87365,0.77492,0.85357,0.54898,1.21439,0.74214,1.24521,0.006634,0.006634,0.006634
512,7979.06,0.97443,0.60077,1.09557,0.87446,0.77562,0.85396,0.5488,1.21505,0.74152,1.2461,0.0066274,0.0066274,0.0066274
513,7994.36,0.97865,0.60017,1.10523,0.87135,0.77769,0.85375,0.54886,1.21505,0.74184,1.24585,0.0066208,0.0066208,0.0066208
514,8011.31,0.96217,0.59478,1.09411,0.87174,0.77882,0.85433,0.5492,1.21459,0.74187,1.24481,0.0066142,0.0066142,0.0066142
515,8026.96,0.97413,0.59902,1.09996,0.86952,0.77932,0.85413,0.54944,1.21469,0.742,1.24559,0.0066076,0.0066076,0.0066076
516,8042.28,0.96471,0.59926,1.09952,0.86899,0.78054,0.8539,0.54941,1.21445,0.74085,1.24532,0.006601,0.006601,0.006601
517,8057.8,0.96321,0.60348,1.10641,0.86809,0.77898,0.85337,0.5493,1.21451,0.74065,1.24536,0.0065944,0.0065944,0.0065944
518,8074.05,0.97028,0.60663,1.10743,0.86946,0.7781,0.85336,0.54941,1.21441,0.74065,1.24504,0.0065878,0.0065878,0.0065878
519,8088.87,0.96156,0.6002,1.09375,0.86962,0.77776,0.85412,0.54915,1.21466,0.73999,1.24464,0.0065812,0.0065812,0.0065812
520,8104.65,0.95979,0.60359,1.10455,0.86813,0.78086,0.85424,0.54911,1.21516,0.7396,1.24465,0.0065746,0.0065746,0.0065746
521,8119.43,0.97871,0.60721,1.10586,0.86904,0.77956,0.85357,0.54893,1.21519,0.74025,1.24463,0.006568,0.006568,0.006568
522,8134.67,0.96243,0.60031,1.09276,0.86984,0.77801,0.85355,0.5492,1.21514,0.74172,1.2451,0.0065614,0.0065614,0.0065614
523,8150.11,0.96125,0.59678,1.11063,0.86998,0.77704,0.85353,0.54925,1.21464,0.74149,1.24437,0.0065548,0.0065548,0.0065548
524,8163.69,0.94999,0.59587,1.09726,0.8694,0.77659,0.8535,0.54963,1.21487,0.74114,1.24485,0.0065482,0.0065482,0.0065482
525,8180.22,0.95122,0.59176,1.09679,0.86851,0.77768,0.8536,0.54994,1.2147,0.74106,1.24474,0.0065416,0.0065416,0.0065416
526,8197.1,0.96543,0.59815,1.10354,0.8691,0.77767,0.85369,0.5497,1.21434,0.74032,1.24459,0.006535,0.006535,0.006535
527,8211.57,0.9595,0.59774,1.10404,0.86818,0.77835,0.85397,0.54992,1.21462,0.74015,1.24472,0.0065284,0.0065284,0.0065284
528,8226.37,0.97603,0.59944,1.09621,0.8642,0.7808,0.85415,0.54974,1.21454,0.73953,1.2447,0.0065218,0.0065218,0.0065218
529,8242.04,0.95901,0.59722,1.09446,0.86431,0.78031,0.85406,0.5494,1.21501,0.73917,1.24505,0.0065152,0.0065152,0.0065152
530,8259.05,0.98232,0.6008,1.09519,0.86206,0.78147,0.85407,0.54944,1.21509,0.73866,1.24521,0.0065086,0.0065086,0.0065086
531,8274.61,0.95432,0.59683,1.09541,0.86533,0.77824,0.85401,0.54948,1.21438,0.73832,1.2443,0.006502,0.006502,0.006502
532,8290.03,0.96612,0.59846,1.09192,0.86505,0.77933,0.85414,0.5497,1.21422,0.73847,1.24421,0.0064954,0.0064954,0.0064954
533,8305.1,0.97171,0.60327,1.10862,0.86171,0.78122,0.85431,0.54971,1.21502,0.73756,1.24512,0.0064888,0.0064888,0.0064888
534,8321.19,0.98191,0.60848,1.10614,0.85932,0.78415,0.85379,0.54898,1.21501,0.7381,1.24534,0.0064822,0.0064822,0.0064822
535,8336.85,0.98678,0.60763,1.09614,0.85885,0.78503,0.85369,0.54912,1.21496,0.73779,1.24489,0.0064756,0.0064756,0.0064756
536,8352.49,0.97037,0.59677,1.09094,0.86296,0.78306,0.85403,0.54973,1.21399,0.73862,1.2439,0.006469,0.006469,0.006469
537,8367.71,0.96697,0.60223,1.09665,0.86303,0.78231,0.85416,0.55013,1.21418,0.73823,1.24486,0.0064624,0.0064624,0.0064624
538,8382.84,0.96241,0.60145,1.08559,0.85989,0.7831,0.85439,0.55019,1.21403,0.73843,1.24441,0.0064558,0.0064558,0.0064558
539,8398.73,0.96927,0.599,1.0846,0.86117,0.78199,0.85404,0.55008,1.21425,0.73801,1.24439,0.0064492,0.0064492,0.0064492
540,8412.77,0.95049,0.59193,1.09734,0.86027,0.78182,0.8535,0.54992,1.21401,0.73795,1.24418,0.0064426,0.0064426,0.0064426
541,8430.41,0.96359,0.58811,1.0833,0.86471,0.77831,0.85363,0.55001,1.21426,0.73766,1.24444,0.006436,0.006436,0.006436
542,8446.09,0.97543,0.59702,1.105,0.86499,0.77801,0.85354,0.55003,1.21428,0.7375,1.24453,0.0064294,0.0064294,0.0064294
543,8460.94,0.94963,0.59166,1.08901,0.86512,0.77831,0.8536,0.5502,1.21442,0.73698,1.24459,0.0064228,0.0064228,0.0064228
544,8475.7,0.95816,0.59474,1.09937,0.85951,0.78092,0.85333,0.55043,1.21442,0.73687,1.24462,0.0064162,0.0064162,0.0064162
545,8491.43,0.96877,0.59516,1.09321,0.85582,0.7864,0.85338,0.5507,1.2146,0.737,1.24459,0.0064096,0.0064096,0.0064096
546,8506.96,0.96516,0.5949,1.09513,0.85581,0.78827,0.85387,0.55047,1.21443,0.73676,1.24417,0.006403,0.006403,0.006403
547,8523.15,0.95197,0.5849,1.08257,0.86817,0.77717,0.85338,0.55022,1.21449,0.73682,1.24391,0.0063964,0.0063964,0.0063964
548,8538.33,0.95,0.59411,1.10295,0.85953,0.78479,0.85319,0.55046,1.21527,0.73704,1.2442,0.0063898,0.0063898,0.0063898
549,8553.31,0.94347,0.59192,1.09881,0.86857,0.7776,0.85323,0.55049,1.21554,0.73741,1.24444,0.0063832,0.0063832,0.0063832
550,8569.38,0.96976,0.60099,1.09852,0.86701,0.7779,0.85335,0.54987,1.21512,0.73714,1.24413,0.0063766,0.0063766,0.0063766
551,8585.17,0.97577,0.60365,1.09664,0.86867,0.77789,0.85311,0.5499,1.21518,0.73759,1.24415,0.00637,0.00637,0.00637
552,8600.29,0.93861,0.5847,1.09422,0.86163,0.78387,0.85286,0.54991,1.21564,0.73815,1.2436,0.0063634,0.0063634,0.0063634
553,8615.21,0.9607,0.59069,1.09097,0.86105,0.78427,0.85295,0.5498,1.21506,0.73857,1.24333,0.0063568,0.0063568,0.0063568
554,8630.79,0.95324,0.58349,1.09218,0.86315,0.7834,0.85334,0.54976,1.21458,0.73827,1.24287,0.0063502,0.0063502,0.0063502
555,8646.9,0.96395,0.59725,1.09085,0.86537,0.78177,0.85341,0.54972,1.21398,0.73909,1.24291,0.0063436,0.0063436,0.0063436
556,8661.99,0.9702,0.59831,1.0967,0.86657,0.78058,0.85336,0.54978,1.21353,0.73934,1.24234,0.006337,0.006337,0.006337
557,8676.79,0.96612,0.59557,1.09242,0.86731,0.77937,0.85369,0.54973,1.21352,0.73966,1.24199,0.0063304,0.0063304,0.0063304
558,8693.33,0.97243,0.59879,1.09392,0.86671,0.77981,0.85305,0.54941,1.21321,0.73972,1.24187,0.0063238,0.0063238,0.0063238
559,8709.02,0.96553,0.60208,1.09343,0.86637,0.78133,0.8533,0.54966,1.21264,0.73951,1.24166,0.0063172,0.0063172,0.0063172
560,8724.85,0.94282,0.58834,1.10089,0.86739,0.77968,0.85336,0.54984,1.21267,0.73908,1.24149,0.0063106,0.0063106,0.0063106
561,8741.14,0.96911,0.58933,1.09174,0.86808,0.77948,0.85311,0.54966,1.21237,0.74013,1.24107,0.006304,0.006304,0.006304
562,8754.92,0.96039,0.59196,1.09711,0.86782,0.7802,0.85338,0.5501,1.21192,0.73931,1.24085,0.0062974,0.0062974,0.0062974
563,8771.39,0.95948,0.59481,1.09191,0.86635,0.78054,0.85325,0.54994,1.21172,0.73986,1.24058,0.0062908,0.0062908,0.0062908
